step,reward,cover_x,cover_y,selected_target_id,selected_target_x,selected_target_y,selected_target_risk_score,route_confidence,route_stagnation_score,coverage_rate,effective_coverage_rate,cover_latency_seconds,cover_latency_p90_seconds,response_sla_success_rate,strict_response_sla_success_rate,success_count,spawned_count,missed_count,steam_count,pending_steam_count,burst_lull_phase,active_steams
35,-0.540074141990987,1.4493967294692993,-0.036520157009363174,0,1.641534686088562,0.09240525215864182,0.529632180578943,0.14734530747573604,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:35.0;1:1.65751:-0.37849:30.0;2:1.86871:0.21352:25.0
36,-0.5450227840170963,1.451477289199829,-0.034702613949775696,0,1.641534686088562,0.09240525215864182,0.532198185215139,0.14735374525826195,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:36.0;1:1.65751:-0.37849:31.0;2:1.86871:0.21352:26.0
37,-0.5499946924644797,1.4536162614822388,-0.03280798718333244,0,1.641534686088562,0.09240525215864182,0.5347982427299531,0.1473628535930417,0.1423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:37.0;1:1.65751:-0.37849:32.0;2:1.86871:0.21352:27.0
38,-0.5549907223628991,1.4558123350143433,-0.03083649091422558,0,1.641534686088562,0.09240525215864182,0.5374318278574536,0.14737258777659162,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:38.0;1:1.65751:-0.37849:33.0;2:1.86871:0.21352:28.0
39,-0.560008501355986,1.4580644369125366,-0.02878839522600174,0,1.641534686088562,0.09240525215864182,0.5400984656231271,0.14738295339684715,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:39.0;1:1.65751:-0.37849:34.0;2:1.86871:0.21352:29.0
40,-0.5650517341512312,1.4603712558746338,-0.02666403353214264,0,1.641534686088562,0.09240525215864182,0.5427975916454935,0.14739392251413092,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:40.0;1:1.65751:-0.37849:35.0;2:1.86871:0.21352:30.0
41,-0.5701237406213719,1.4627313613891602,-0.02446378581225872,0,1.641534686088562,0.09240525215864182,0.5455285633119762,0.1474054560128949,0.1576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:41.0;1:1.65751:-0.37849:36.0;2:1.86871:0.21352:31.0
42,-0.5752199350722669,1.4651436805725098,-0.022188084200024605,0,1.641534686088562,0.09240525215864182,0.548290838592837,0.14741749242584928,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:42.0;1:1.65751:-0.37849:37.0;2:1.86871:0.21352:32.0
43,-0.5803448383237841,1.4676069021224976,-0.019837403669953346,0,1.641534686088562,0.09240525215864182,0.5510837748754993,0.14743001498918762,0.16538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:43.0;1:1.65751:-0.37849:38.0;2:1.86871:0.21352:33.0
44,-0.5854986027585156,1.470119833946228,-0.017412254586815834,0,1.641534686088562,0.09240525215864182,0.5539067239594511,0.1474429231200718,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:44.0;1:1.65751:-0.37849:39.0;2:1.86871:0.21352:34.0
45,-0.5906849199424135,1.4726810455322266,-0.014913187362253666,0,1.641534686088562,0.09240525215864182,0.5567589594130842,0.14745616093914726,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:45.0;1:1.65751:-0.37849:40.0;2:1.86871:0.21352:35.0
46,-0.5958992357452995,1.4752895832061768,-0.012340782210230827,0,1.641534686088562,0.09240525215864182,0.5596398553876285,0.1474696166877053,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:46.0;1:1.65751:-0.37849:41.0;2:1.86871:0.21352:36.0
47,-0.6011476250033939,1.4779441356658936,-0.009695650078356266,0,1.641534686088562,0.09240525215864182,0.5625486575117987,0.14748318419497236,0.18076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:47.0;1:1.65751:-0.37849:42.0;2:1.86871:0.21352:37.0
48,-0.6064325932326801,1.480643391609192,-0.006978427059948444,0,1.641534686088562,0.09240525215864182,0.5654845611228903,0.14749671817462673,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:48.0;1:1.65751:-0.37849:43.0;2:1.86871:0.21352:38.0
49,-0.6117505303508938,1.4833863973617554,-0.004189771134406328,0,1.641534686088562,0.09240525215864182,0.5684468453772302,0.1475100677524112,0.18846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:49.0;1:1.65751:-0.37849:44.0;2:1.86871:0.21352:39.0
50,-0.6171103348418026,1.4861717224121094,-0.0013303618179634213,0,1.641534686088562,0.09240525215864182,0.5714346050292762,0.1475230429385207,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:50.0;1:1.65751:-0.37849:45.0;2:1.86871:0.21352:40.0
51,-0.6225065872944394,1.488998532295227,0.0015991037944331765,0,1.641534686088562,0.09240525215864182,0.5744470577680657,0.1475354202155374,0.19615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:51.0;1:1.65751:-0.37849:46.0;2:1.86871:0.21352:41.0
52,-0.627950012481122,1.4918653964996338,0.004597913008183241,0,1.641534686088562,0.09240525215864182,0.5774832033531534,0.14754693695049514,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:52.0;1:1.65751:-0.37849:47.0;2:1.86871:0.21352:42.0
53,72.07206021159807,1.4947714805603027,0.007665340323001146,2,1.8687068223953247,0.21351931989192963,0.4329848563199879,0.08193990611648577,0.0,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:48.0;2:1.86871:0.21352:43.0
54,-0.5005093236857525,1.4977154731750488,0.010800647549331188,2,1.8687068223953247,0.21351931989192963,0.43605668087290905,0.08479936771436913,0.0038461538461538464,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:49.0;2:1.86871:0.21352:44.0
55,-0.5060085261171616,1.5006964206695557,0.0140030886977911,2,1.8687068223953247,0.21351931989192963,0.4391511030367806,0.08670347845014842,0.007692307692307693,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:50.0;2:1.86871:0.21352:45.0
56,-0.5115433727014357,1.5037131309509277,0.01727190800011158,2,1.8687068223953247,0.21351931989192963,0.4422673740282528,0.08826509062146326,0.011538461538461539,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:51.0;2:1.86871:0.21352:46.0
57,-0.51710811603495,1.5067647695541382,0.02060634456574917,2,1.8687068223953247,0.21351931989192963,0.44540486799855517,0.09140372881162018,0.015384615384615385,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:52.0;2:1.86871:0.21352:47.0
58,-0.5227020896102947,1.509850025177002,0.02400563471019268,2,1.8687068223953247,0.21351931989192963,0.44856281381259616,0.09500569394302111,0.019230769230769232,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:53.0;2:1.86871:0.21352:48.0
59,-0.5283192333954458,1.5129681825637817,0.027469007298350334,2,1.8687068223953247,0.21351931989192963,0.4517405520939929,0.09952746552009034,0.023076923076923078,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:54.0;2:1.86871:0.21352:49.0
60,-0.5339600942530557,1.5161181688308716,0.030995693057775497,2,1.8687068223953247,0.21351931989192963,0.45493734523526624,0.10119932741642151,0.026923076923076925,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:55.0;2:1.86871:0.21352:50.0
61,-0.5396250826225917,1.5192989110946655,0.03458491712808609,2,1.8687068223953247,0.21351931989192963,0.45815241092545356,0.10273416769433852,0.03076923076923077,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:56.0;2:1.86871:0.21352:51.0
62,-0.5453128403860634,1.5225094556808472,0.03823590651154518,2,1.8687068223953247,0.21351931989192963,0.46138500038120484,0.10732155614780287,0.03461538461538462,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:57.0;2:1.86871:0.21352:52.0
